RiskAdjustedReturn,TransactionFrequency,TransactionFees,EstimatedAvgReturnPrivateAsset,EstimatedReturnPublicAsset,EstimatedAvgReturnCommodities,FuturePricesNaturalGas,SPVolatilityIndex,BloombergHedgeFundIndex,RealEstateIndex,SPPrivateEquityIndex,CreditScore,AccountType,RiskType,FinancialGoalUpdated,CustomerRevenueFall70,CustomerRevenueRecovery40,SentimentAnalysis,Churn
57,26,1,19,6,32,5,131,2365,2674,393,2,1,3,1,0,1,2,1
34,25,4,19,18,27,4,153,1446,1204,382,1,0,0,1,0,0,2,0
23,6,5,32,27,8,2,178,2253,2790,412,3,0,3,0,0,1,2,1
76,12,5,1,25,31,3,98,1910,1661,380,0,1,4,0,1,1,2,0
75,15,3,7,25,32,6,194,1962,3218,413,4,0,1,1,1,1,0,1
9,13,5,49,16,34,2,185,2483,1126,316,1,0,0,1,0,0,2,0
1,49,4,24,12,10,2,164,1093,2485,413,2,0,2,1,0,1,2,0
44,35,4,41,11,45,3,171,1926,1739,344,4,0,4,1,1,1,2,0
9,46,3,3,14,35,6,190,1311,1750,404,1,1,4,0,0,1,2,0
57,25,2,0,6,36,2,127,1597,3498,312,1,1,1,0,0,0,0,0
14,48,5,8,27,16,4,189,1084,2461,345,1,0,0,1,0,0,2,0
75,34,4,7,21,7,4,131,1803,2563,338,2,0,1,0,1,0,2,1
77,13,3,4,32,1,5,98,1508,2646,404,1,0,1,1,0,1,2,1
28,16,4,20,22,29,3,194,1341,2259,335,3,1,1,0,1,1,2,1
66,34,8,44,27,18,2,104,2192,1700,311,1,0,0,1,0,0,0,0
26,11,1,26,25,19,3,177,1657,3968,370,2,0,1,0,1,1,0,1
72,2,2,23,25,8,6,191,2210,1978,326,2,1,1,1,0,0,2,0
8,30,1,17,16,49,6,186,2314,1469,398,2,0,2,1,0,0,2,0
62,18,7,10,29,22,7,159,1335,1689,341,4,0,0,1,0,1,0,0
39,24,0,49,25,31,7,89,2267,3217,304,2,0,1,1,0,0,0,0
43,13,1,36,17,44,4,85,1239,2500,308,0,0,2,0,0,1,0,0
64,19,7,34,10,29,3,98,1734,3867,357,1,1,2,0,0,0,1,1
81,35,2,32,34,28,7,196,2106,1378,358,1,1,2,0,0,0,0,0
82,38,5,50,8,8,5,145,1088,3906,308,1,1,1,0,0,1,2,0
40,45,1,9,22,42,6,191,2152,1988,310,1,0,0,1,0,0,2,0
72,2,4,37,29,29,6,136,1212,1550,415,2,1,2,1,0,1,0,1
69,43,6,20,22,28,5,97,1091,1510,407,1,0,0,1,1,0,2,0
78,10,5,42,23,24,2,144,1733,1558,310,3,0,2,1,0,0,0,0
67,27,5,19,8,2,6,200,1852,3409,415,4,0,0,0,0,1,1,1
33,29,5,49,31,8,2,187,1177,3904,311,4,1,4,1,1,0,1,0
0,45,2,16,30,26,7,128,2327,2952,375,4,0,2,1,1,0,2,1
81,32,2,30,7,26,6,128,1585,2874,372,1,0,0,0,0,0,2,0
80,8,6,37,32,31,5,90,1304,2970,377,1,0,0,1,0,0,0,0
60,5,2,8,16,10,6,128,1674,1317,342,2,0,1,0,0,0,2,0
86,33,1,1,14,53,4,158,1042,1929,359,1,0,1,0,0,0,0,0
37,26,2,7,0,54,4,85,1581,2941,305,1,0,1,1,0,0,0,0
11,24,0,36,3,51,5,96,1355,1429,384,1,0,4,1,1,0,2,1
13,19,3,36,0,41,5,133,1811,2825,339,4,1,2,1,1,1,0,0
59,10,3,30,18,54,7,164,1427,3788,386,1,0,0,1,0,0,0,0
63,2,4,22,9,12,3,173,2363,3858,342,3,1,0,0,1,1,2,1
45,45,6,38,3,20,2,126,2360,2762,341,1,0,3,1,0,0,1,1
18,44,7,29,0,18,2,88,1837,2791,360,2,0,1,0,0,1,2,1
59,14,7,8,1,27,3,102,1019,3724,364,4,1,1,1,0,0,1,1
29,16,2,16,4,2,2,200,1255,3951,304,1,0,2,0,0,0,0,0
51,40,1,37,19,33,5,173,1171,1957,342,1,0,1,1,0,0,0,0
74,23,3,41,0,24,3,115,1658,3059,351,4,0,1,1,1,1,1,1
59,44,5,40,7,47,6,196,2470,1667,302,2,1,3,0,1,0,2,0
73,40,1,8,0,42,5,99,1705,2347,386,1,0,2,1,0,0,0,0
7,36,3,37,16,24,6,184,1366,2177,368,1,0,2,1,0,0,0,0
38,16,1,41,29,19,5,160,1387,3827,373,0,0,0,1,1,0,2,1
82,47,5,3,29,32,5,146,2398,1825,311,2,0,0,1,0,1,2,0
74,25,0,30,19,20,4,136,1425,3115,411,1,0,2,1,0,0,2,0
68,26,3,10,7,14,4,138,1851,1554,410,2,0,0,1,0,0,2,0
11,27,4,32,8,30,3,104,1845,3710,311,2,1,4,1,0,0,1,1
67,0,0,6,15,24,6,163,2371,1470,322,3,1,2,0,1,0,2,0
25,43,0,39,25,46,2,184,1060,1164,335,0,0,2,1,1,1,2,0
5,14,4,41,4,51,3,101,2007,1195,319,2,1,2,0,0,0,0,0
51,37,3,5,13,8,2,195,2398,1498,349,1,1,1,1,0,0,2,0
19,44,6,18,10,30,6,134,1916,2643,315,4,1,3,0,0,0,0,0
19,46,5,16,15,16,2,89,2128,1664,359,3,0,2,0,1,1,0,1
13,19,2,24,8,48,4,140,2152,3423,337,1,0,2,1,0,0,2,0
10,3,6,32,23,8,7,106,1565,2670,305,1,0,0,0,0,0,2,0
64,3,8,8,33,40,5,104,2106,3756,379,2,0,0,1,1,0,0,0
22,43,7,33,22,2,7,120,2431,2868,332,2,0,2,1,0,0,0,1
54,40,6,16,35,53,6,121,1245,1146,393,1,0,2,1,0,0,2,0
85,13,0,43,1,31,2,136,2014,3593,317,1,0,0,1,0,0,0,0
23,18,5,38,32,1,4,163,1618,1328,344,1,0,2,1,0,0,2,0
90,14,1,21,17,6,2,135,1539,2786,418,2,0,0,0,0,0,2,0
62,35,2,12,15,31,7,131,1110,3996,393,3,0,2,0,0,0,2,0
27,13,7,7,5,45,3,123,1159,1551,357,4,0,4,0,1,0,2,0
23,36,2,49,1,48,7,165,1208,3103,412,4,1,0,0,0,1,2,1
22,1,4,3,21,29,3,140,1552,3660,335,4,0,4,0,0,1,2,0
78,6,5,42,26,28,4,131,1439,2873,415,2,1,2,1,0,0,1,1
7,11,7,10,6,27,3,102,2015,3854,392,2,1,4,1,0,0,0,1
15,4,1,30,11,28,4,197,1993,3412,416,2,1,3,0,1,1,0,1
26,18,8,21,27,35,4,167,2318,1407,378,1,0,1,1,0,0,2,0
9,37,1,9,13,27,4,89,2264,2387,375,4,0,1,0,0,0,2,1
30,37,8,45,2,40,7,131,2301,3401,332,1,0,0,1,0,0,2,0
85,10,2,41,26,34,4,191,1467,3548,345,4,1,0,1,1,1,2,1
36,38,3,6,28,2,5,114,1150,1111,400,2,1,1,0,0,1,1,0
8,33,5,22,10,36,3,109,1390,2394,369,0,0,1,1,0,1,1,0
32,14,4,23,26,50,3,136,1183,3810,412,1,0,2,1,0,0,2,0
15,41,4,8,3,39,5,127,1643,3457,358,1,0,0,1,0,0,0,0
62,14,6,44,12,4,2,143,2305,1227,309,1,1,2,0,0,1,0,0
85,10,7,27,28,50,3,96,1724,2469,339,2,0,4,1,0,0,1,1
64,10,4,47,25,17,6,187,1113,1804,386,4,1,4,0,0,1,1,1
60,27,7,33,35,1,3,171,1348,2121,330,1,0,0,1,0,0,2,0
17,7,1,47,33,49,4,94,1331,1314,328,1,0,2,1,0,0,0,0
25,36,2,23,24,5,3,96,2009,2983,364,4,0,1,1,1,0,2,0
3,22,3,31,10,12,6,174,2158,1877,406,4,1,1,0,1,1,0,1
80,32,5,23,16,34,3,128,1623,1590,349,0,0,3,0,1,0,0,0
8,15,4,4,30,22,2,158,1546,3800,397,1,0,3,1,0,0,0,1
64,1,2,35,12,13,7,145,1612,3219,348,3,0,1,1,1,1,0,0
66,3,3,4,10,21,4,98,1900,2056,306,1,1,1,0,0,0,0,0
78,45,0,29,5,40,6,155,1690,3916,418,1,0,2,1,0,0,2,0
38,10,1,12,16,43,6,128,2349,2315,303,1,0,2,1,0,0,2,0
67,26,3,44,9,51,6,189,1055,1659,319,1,1,1,1,1,1,2,0
33,22,5,33,22,37,3,126,1240,3283,412,0,1,1,0,0,0,0,0
89,23,0,22,2,52,2,96,1819,2474,410,1,0,1,1,0,0,2,0
23,37,4,15,11,27,3,180,1936,2140,354,4,0,2,1,0,0,2,0
67,37,5,41,25,49,7,162,1466,1259,381,0,1,2,1,1,0,0,1
52,0,5,13,1,26,2,97,1932,3460,353,1,0,4,0,0,0,0,1
58,37,2,15,17,53,3,97,1399,3041,328,1,0,4,0,1,1,0,0
78,3,3,3,15,34,7,113,2465,2525,315,0,1,3,1,0,1,2,0
85,40,6,32,29,46,5,115,1472,2695,314,4,1,3,1,1,0,2,1
15,49,1,11,28,24,4,97,1923,1824,391,1,1,4,1,0,1,0,1
19,42,0,5,10,13,6,182,1179,1597,343,1,0,2,0,0,0,1,0
46,8,8,26,31,28,4,187,1135,3716,397,4,1,2,1,0,0,2,1
65,5,4,21,15,11,3,196,1161,3861,367,1,1,1,0,1,1,1,1
82,40,8,14,9,55,4,187,2064,3356,302,0,0,0,0,1,1,0,1
89,5,2,18,19,11,6,108,2328,3369,300,3,0,1,1,1,1,2,1
51,4,5,34,32,2,4,111,1253,3343,330,4,1,0,0,1,0,0,1
84,4,4,20,33,54,2,127,2079,3302,345,4,0,0,0,0,1,2,0
79,18,6,41,27,22,6,177,2279,2797,326,1,0,2,1,0,0,0,0
13,6,3,7,18,11,6,173,1674,2854,356,0,1,0,1,1,0,2,0
58,40,1,42,4,38,6,86,1556,1338,342,4,1,2,0,0,0,0,0
2,34,3,25,22,7,3,189,2067,3195,413,1,0,0,0,0,0,0,0
44,19,1,46,7,13,7,144,1205,3915,372,1,0,4,0,1,1,2,1
66,10,8,10,5,1,7,115,1303,1751,315,1,0,2,1,0,0,2,0
22,26,3,39,4,10,7,116,2406,1249,328,2,0,0,1,0,1,1,1
8,39,4,25,11,32,7,174,1985,2068,317,2,0,0,1,0,0,0,0
17,44,7,27,6,18,4,114,2273,2713,394,1,0,2,1,0,0,2,0
40,0,8,47,13,48,7,124,2211,3778,368,2,0,1,0,0,1,1,0
14,31,4,6,16,22,6,191,1850,2791,308,1,0,1,1,0,0,0,0
83,23,2,26,4,54,4,191,1994,2232,418,0,0,2,0,1,1,2,0
88,10,5,27,19,28,2,122,2078,3947,342,1,1,1,0,0,1,0,0
60,15,3,33,4,45,6,190,1521,1800,418,3,0,3,0,0,1,2,1
59,38,6,11,14,30,6,111,2153,3563,318,1,0,2,1,0,0,0,0
83,33,2,45,15,1,7,117,2001,3908,405,2,0,2,1,0,0,2,0
14,40,1,3,15,27,3,150,1945,3162,398,1,0,0,0,0,0,2,0
86,11,1,35,34,20,2,136,2490,1406,303,2,0,2,1,0,1,2,1
43,35,6,3,2,13,5,94,2375,1332,369,1,0,2,1,0,0,0,0
53,18,7,22,6,11,2,182,1197,3973,325,2,0,1,1,1,0,2,1
10,13,3,19,31,22,3,194,2152,2663,309,1,1,0,1,1,0,0,1
18,8,5,23,31,16,6,178,1317,3070,350,4,0,4,0,1,0,0,0
66,42,0,42,9,2,5,112,2374,1600,361,2,1,0,1,0,1,2,0
10,0,8,36,34,26,4,131,1414,2073,366,3,0,2,1,0,0,0,0
26,31,8,42,9,52,3,167,1744,2094,406,0,1,1,0,0,0,1,1
16,40,7,33,10,8,4,87,1410,2246,413,0,0,0,0,0,1,2,1
17,16,1,30,25,27,2,172,2185,3231,359,0,0,2,1,0,0,2,0
34,4,2,43,33,24,2,177,1211,1462,341,4,1,4,0,0,0,1,1
83,23,0,48,11,4,4,127,2214,1813,337,3,1,2,1,0,0,0,0
45,43,7,47,33,3,5,162,1605,2126,306,2,0,4,1,1,0,2,0
4,38,0,35,32,7,6,156,1478,1932,380,1,0,0,1,0,0,0,0
72,11,5,2,33,22,6,114,1103,1888,400,4,0,2,0,1,1,1,1
41,39,1,44,22,28,4,163,1621,3226,310,1,0,2,1,1,0,0,0
37,18,1,27,8,22,5,89,1643,3276,393,1,0,2,1,0,1,2,1
87,17,0,2,21,9,2,112,1356,2248,363,3,0,0,1,0,1,0,1
26,48,3,27,7,39,2,119,1634,1704,356,0,0,2,0,0,0,2,0
46,11,4,24,23,29,6,146,1166,1830,374,1,1,2,1,1,1,0,1
79,26,1,7,22,18,2,122,1603,1313,376,4,1,4,1,0,0,2,1
6,20,3,16,25,41,3,105,1370,1256,345,2,0,1,0,0,0,0,0
78,18,8,44,28,13,7,175,1077,3410,333,1,1,1,1,0,0,2,0
7,6,4,44,10,6,6,103,1068,3698,415,3,0,0,1,0,0,0,0
48,30,1,44,31,18,6,182,1354,1551,417,0,1,3,0,0,0,2,0
12,40,6,4,17,32,3,124,2173,2186,369,2,1,4,0,1,1,2,1
83,17,7,24,31,4,6,150,1624,3505,399,3,1,0,1,1,1,1,1
42,10,7,10,7,1,2,159,1524,1865,325,2,1,2,0,0,0,0,0
25,15,4,40,16,16,2,119,1143,3504,305,2,0,0,0,0,0,0,0
70,9,0,46,19,54,4,178,2160,1507,372,3,1,4,0,0,0,2,1
68,9,7,22,10,27,2,195,2161,2352,343,1,0,1,1,0,0,2,0
29,31,5,46,29,10,6,88,2178,3636,376,1,0,1,0,0,1,0,1
14,44,6,39,0,18,7,109,1943,2134,341,1,0,2,1,0,0,2,0
83,31,3,47,25,38,3,86,1029,2251,392,4,0,1,0,1,0,2,1
18,13,4,18,0,54,3,128,1809,1408,380,2,0,1,1,1,0,2,0
18,27,5,12,16,36,2,90,2014,1583,397,2,0,2,1,0,1,2,0
62,7,1,26,30,15,2,133,1507,3638,362,1,0,0,0,0,0,0,0
52,5,2,23,16,2,4,96,2261,1954,353,2,1,4,1,0,0,1,1
20,15,3,38,27,49,4,135,1850,2929,372,2,1,3,1,0,1,1,0
35,32,5,21,34,53,5,195,1074,2849,379,4,1,4,0,0,1,1,1
50,27,3,3,2,54,6,158,1886,3831,370,4,0,2,1,0,0,2,0
28,14,3,5,13,43,2,160,2332,3627,410,3,1,0,0,0,1,2,1
86,34,5,49,24,2,6,171,1102,3252,411,4,0,1,1,0,0,1,0
68,25,7,34,25,30,6,86,2098,2325,309,2,0,4,1,0,0,0,1
21,30,7,46,29,7,6,85,1298,1240,322,1,0,2,0,0,0,0,0
2,13,8,25,16,34,4,158,1077,1976,419,2,1,3,0,1,1,2,0
6,45,6,31,12,21,5,166,1999,1820,385,1,0,2,1,0,0,2,0
62,15,5,18,26,42,5,114,1990,2805,409,2,0,2,1,0,0,0,0
81,12,2,31,33,48,6,91,1049,1750,379,3,0,1,0,0,0,1,1
84,5,0,39,18,9,3,197,1243,3943,405,1,0,2,0,0,0,0,0
32,39,3,3,8,34,6,126,1556,2608,415,2,0,2,0,0,1,1,1
45,13,1,43,5,2,7,108,1868,2173,404,2,0,2,1,0,1,2,0
52,24,8,16,2,49,3,108,1323,3929,368,1,0,2,1,0,0,0,0
50,5,1,6,18,13,3,87,1179,1973,338,3,1,1,0,0,0,0,0
75,48,3,40,30,35,3,99,2285,3472,412,2,0,1,1,0,0,0,0
90,16,0,48,21,3,2,116,1234,2921,378,3,0,0,1,0,0,1,0
33,39,5,30,16,7,5,151,1785,1712,413,1,1,2,0,1,1,2,1
45,4,4,36,33,18,7,141,1558,3257,318,1,0,2,1,0,0,0,0
51,2,8,36,35,44,4,96,1236,3408,309,0,0,0,1,0,0,0,0
67,3,7,11,30,18,5,147,1557,1568,379,1,1,1,0,1,0,2,1
54,47,7,11,24,40,6,147,2253,2444,385,3,1,2,1,1,0,2,0
35,23,5,19,13,47,3,112,2379,2277,320,1,0,0,1,0,0,2,0
11,32,5,6,24,5,3,106,1354,2642,380,0,1,2,0,1,0,1,1
70,11,5,20,32,35,2,129,1453,2456,404,0,0,1,1,1,1,1,1
77,49,1,13,17,51,7,86,1842,2326,336,1,0,2,1,0,0,0,0
23,9,0,37,35,17,7,125,2129,2494,391,0,0,4,1,0,0,1,1
16,26,7,49,9,13,7,95,1306,2269,302,1,1,2,1,0,0,0,0
16,18,4,17,18,46,4,143,2284,3825,361,4,1,4,0,0,0,2,1
27,35,4,22,5,20,5,116,1459,3434,370,3,0,0,0,0,0,0,0
59,41,2,3,32,22,5,123,2454,3193,301,3,0,2,0,0,0,2,0
6,20,2,36,5,33,4,159,1393,3924,343,0,1,1,1,0,0,1,1
20,29,4,5,32,12,7,85,1950,2383,345,1,1,0,1,1,1,0,1
17,29,7,15,31,38,7,110,1124,3128,388,3,0,2,0,0,0,2,1
55,44,2,33,18,50,5,182,1456,2957,367,2,1,3,1,0,1,2,1
74,17,4,34,7,23,2,122,2057,1991,360,1,0,1,1,0,0,2,0
59,20,0,7,8,50,5,90,1732,2736,414,2,1,2,0,1,0,0,0
62,20,4,16,20,2,5,151,1654,3368,317,4,0,3,0,0,0,1,0
40,35,3,47,9,30,5,113,2485,3346,418,2,1,0,1,0,0,1,1
8,22,2,14,20,7,6,124,2228,2340,365,4,1,2,1,1,0,2,0
37,42,5,32,28,47,2,98,1388,1239,358,1,0,2,1,0,0,0,0
58,9,1,19,17,35,7,103,2163,2989,375,2,1,4,1,1,0,0,1
88,26,2,14,24,11,4,87,1650,2635,407,0,1,0,1,0,0,0,0
19,2,3,39,15,44,3,121,1602,3909,312,1,0,0,1,0,0,0,0
83,43,4,45,19,28,6,180,1779,1728,354,0,0,1,1,0,0,0,0
73,40,8,3,32,41,3,111,1074,1809,389,2,1,0,1,0,0,1,0
49,37,1,13,2,19,2,151,2410,3063,368,1,0,1,1,0,0,2,0
44,22,8,39,7,53,5,165,2035,3705,389,0,0,4,1,0,1,1,1
41,18,6,12,27,11,3,144,1500,2345,319,2,1,4,1,0,0,1,0
68,40,3,4,1,2,6,196,1111,2721,322,0,0,3,0,0,0,1,0
46,34,4,50,2,1,3,119,1846,2686,302,4,1,0,0,1,1,2,1
1,46,7,8,4,40,5,89,1597,3990,311,4,1,2,0,1,0,2,0
9,14,1,40,11,39,6,173,1446,3737,365,2,0,1,1,1,0,0,1
70,22,1,24,25,15,7,138,1302,1350,309,1,1,1,0,1,0,2,1
56,48,5,41,7,13,4,156,1858,2603,369,0,1,0,0,0,0,2,1
23,15,4,46,21,1,6,141,1029,1993,405,4,0,2,0,0,1,0,0
14,38,7,5,14,25,6,162,1763,3924,313,2,1,0,1,0,0,2,0
25,30,1,35,5,38,4,174,1563,3444,381,1,0,2,1,0,0,2,0
42,33,7,21,2,20,7,127,1663,1445,349,4,1,3,0,1,1,1,0
10,28,5,13,7,15,3,176,1447,1177,356,3,1,1,0,0,0,0,0
39,31,6,49,28,42,6,171,2469,3926,388,1,0,0,1,0,0,0,0
25,48,1,18,25,54,5,199,1002,3858,395,2,1,3,1,0,1,1,1
74,45,7,33,19,48,5,193,2289,2125,326,0,0,2,0,0,0,2,0
82,38,7,49,15,34,4,92,2268,1348,344,1,0,2,1,0,0,2,0
59,18,3,26,1,15,6,151,1655,2842,407,0,0,1,1,0,0,2,0
81,41,4,15,14,24,2,140,2072,3769,334,1,0,2,1,0,0,2,0
73,20,4,48,19,51,2,149,1576,3428,404,2,1,2,0,0,1,0,1
43,3,6,26,23,19,2,113,1810,1421,351,1,0,2,1,0,0,0,0
22,46,5,9,12,13,3,127,2473,3773,415,0,1,3,1,0,0,0,1
59,19,2,21,5,42,5,157,1990,3832,378,0,0,0,0,0,0,0,0
41,18,1,35,2,7,6,137,2275,2055,313,1,0,2,0,0,0,0,0
67,28,6,20,9,46,2,132,1347,2196,369,2,1,1,1,1,1,1,0
35,23,0,17,13,35,5,121,1184,2687,353,3,0,3,1,0,0,2,1
16,26,8,48,9,41,6,98,1463,2134,324,3,0,2,1,0,0,0,0
63,10,2,29,28,46,2,139,1513,3115,413,4,0,3,0,1,0,0,0
40,17,3,47,1,45,6,174,1657,1815,363,1,0,2,1,0,0,0,0
2,14,0,9,32,52,7,200,1975,2764,307,1,0,1,1,0,0,2,0
59,45,6,24,10,12,5,145,1104,1339,353,2,0,1,1,0,0,2,0
2,24,6,31,23,46,6,91,1134,2673,390,0,1,4,1,0,0,2,0
50,16,4,15,6,39,3,138,1591,2406,390,1,0,1,1,0,0,2,0
1,8,3,30,2,9,6,177,2492,2154,347,0,1,1,1,0,0,0,1
55,25,7,20,27,16,2,119,1253,3818,326,0,0,4,0,0,0,2,1
88,31,8,36,26,8,6,110,2230,3292,369,0,1,1,0,0,0,0,0
19,31,6,42,17,6,2,94,1553,3751,335,3,1,4,0,0,1,2,0
5,40,3,17,21,20,4,151,1573,1710,325,2,1,3,0,1,1,1,0
50,3,3,22,20,35,7,194,2077,3211,377,1,1,2,0,0,0,2,0
45,5,2,43,24,25,7,90,1303,3047,403,1,1,1,1,1,0,2,0
48,6,5,13,31,29,3,152,1332,3900,340,2,1,0,0,1,1,2,0
87,48,7,30,30,22,2,141,1092,1812,359,4,1,4,0,0,1,0,1
17,39,5,21,28,24,7,130,2031,2388,340,1,0,0,1,0,0,0,0
4,19,2,22,13,54,7,86,1905,2275,391,1,0,3,0,0,1,0,1
84,17,3,23,29,34,7,181,1748,2154,317,1,1,2,0,0,0,0,0
71,6,7,28,13,11,5,97,1039,3133,400,3,1,0,1,1,0,2,0
48,20,4,8,14,42,7,172,1299,1664,333,1,0,2,1,0,0,0,0
76,10,5,22,4,21,4,121,1588,2882,315,4,1,0,0,1,1,0,1
21,10,3,35,12,9,3,86,2105,1888,330,2,1,2,1,0,0,0,0
81,32,4,8,22,45,3,109,1543,1326,349,1,0,0,1,0,0,2,0
44,14,8,10,31,48,5,125,1414,3034,407,0,1,4,1,1,0,2,1
8,24,1,3,32,14,7,137,2380,2347,363,2,1,2,0,0,0,0,0
43,49,4,22,3,44,3,188,1349,3838,304,1,0,0,1,0,0,0,0
3,5,3,41,26,23,3,150,2216,1463,392,3,0,1,0,0,1,2,0
31,24,1,33,28,5,5,136,1007,3576,376,3,0,0,0,0,0,2,1
51,24,8,6,27,52,5,189,2337,2159,375,2,1,2,1,0,0,0,0
18,11,4,13,8,27,4,156,2179,3855,329,4,0,4,0,1,1,0,1
80,32,7,8,25,23,4,187,1765,1188,350,0,1,4,1,1,1,0,1
79,25,7,18,34,7,5,155,1761,1316,326,0,0,2,0,0,0,0,0
36,15,0,19,29,30,5,102,1051,2613,332,4,0,4,0,1,0,1,0
89,41,7,26,15,47,6,173,2215,3074,377,1,0,2,1,0,0,2,0
54,5,2,16,8,33,6,122,2248,2316,368,2,1,1,0,0,1,2,0
29,14,4,18,0,7,7,103,1569,3832,333,1,0,0,0,0,0,0,0
17,18,3,27,18,8,6,119,1093,2597,344,3,1,1,0,1,0,0,0
3,37,5,9,12,37,7,89,1790,3240,374,1,0,1,0,0,0,0,0
0,32,3,43,29,42,2,133,1764,3022,338,0,0,1,1,1,0,0,0
52,18,7,26,27,4,6,157,2084,3346,388,1,0,0,1,0,0,2,0
89,5,6,46,18,32,7,172,1386,3299,364,3,0,0,0,0,0,0,0
38,49,3,49,31,50,3,195,1175,1331,385,2,0,0,0,0,1,0,1
49,27,2,9,12,4,7,187,1933,3218,408,2,0,0,1,0,0,2,0
48,11,7,47,28,39,4,193,1728,2845,313,0,1,0,1,0,1,2,1
85,49,6,5,8,49,3,159,1586,1492,324,4,1,2,1,1,1,2,0
58,44,2,50,30,26,5,181,1802,1357,372,2,0,0,1,1,1,1,1
58,40,1,32,24,27,7,172,2397,2966,368,1,1,4,1,0,1,1,0
64,34,1,40,14,10,7,177,1624,1913,348,2,0,0,1,0,1,2,0
11,31,2,42,34,1,3,142,1545,3026,405,1,0,0,1,0,0,0,0
89,9,1,9,30,17,5,119,1756,1550,388,1,0,1,1,0,0,2,0
39,5,6,48,31,14,3,167,2096,3619,399,2,0,2,1,0,0,0,0
50,2,5,9,4,42,6,88,2245,1102,408,4,1,0,1,0,0,2,1
26,39,6,40,20,20,7,98,1664,1480,318,1,1,1,1,1,0,0,0
62,30,4,22,1,22,7,115,2136,2940,413,2,1,3,1,1,1,0,1
10,32,2,10,15,42,4,99,1613,3496,357,3,0,0,1,0,1,2,0
44,5,3,2,18,18,2,144,1717,1973,338,0,0,4,0,1,0,1,0
65,6,6,49,33,17,3,123,2341,1733,324,2,1,4,0,1,0,2,1
3,47,3,40,21,36,3,95,1939,1115,399,1,1,2,1,0,1,2,0
52,8,4,23,19,31,4,89,2349,3479,301,3,1,1,1,1,1,2,0
41,37,3,46,28,45,7,141,1303,2061,315,2,1,1,0,1,1,1,1
53,8,5,45,7,19,4,130,2119,2287,321,0,1,3,0,0,1,2,0
4,29,2,4,17,16,7,176,1442,3755,364,0,1,2,1,0,1,0,1
79,39,0,16,23,25,3,102,2113,3057,330,1,0,2,1,0,0,0,0
5,26,2,47,28,24,2,200,1972,2679,417,2,0,0,1,0,1,1,0
37,40,1,1,24,10,6,118,1562,1106,348,1,1,1,1,0,1,1,0
51,18,7,40,21,20,4,135,2124,2598,313,1,0,2,1,0,0,0,0
14,29,3,14,22,44,4,110,2210,3901,368,1,0,4,1,0,1,0,0
39,47,1,19,8,48,6,197,2109,3531,383,1,0,2,1,0,0,0,0
14,40,1,37,13,15,7,168,1034,2536,327,4,1,0,1,0,0,1,1
41,34,6,30,13,30,4,159,2399,2145,386,1,1,2,0,0,0,2,1
16,2,7,37,18,48,2,154,1071,1592,356,2,0,0,1,0,1,2,0
68,47,4,14,2,29,6,159,1172,3928,363,1,0,4,0,1,1,0,0
70,19,4,13,34,51,7,149,1701,1142,319,1,0,2,1,0,0,0,0
62,19,6,36,35,55,6,181,1823,1989,393,3,0,2,1,0,1,2,0
74,40,5,30,32,45,5,146,1075,3120,362,1,1,3,1,1,1,0,0
27,37,6,11,1,36,7,155,1075,3545,414,4,0,4,1,1,1,0,0
44,3,6,18,27,28,7,159,1724,2907,313,4,0,2,1,0,0,0,0
50,12,3,8,5,29,5,102,1455,2416,370,2,1,3,0,1,0,0,1
20,27,4,25,20,30,2,181,1579,2357,306,2,1,0,1,0,1,2,0
75,22,1,5,35,40,2,186,1966,2648,324,2,0,3,0,0,1,2,0
51,33,4,49,20,46,5,160,1351,2776,318,4,0,2,1,1,1,2,0
0,19,8,50,4,23,5,91,2036,2967,404,3,0,2,0,1,1,0,0
66,46,4,28,22,10,7,112,2331,3841,412,0,1,1,1,0,0,2,1
56,44,6,41,23,54,5,172,1927,1963,389,0,1,1,0,1,1,0,1
69,16,5,15,30,10,6,121,1476,3593,389,1,0,0,1,0,0,0,0
81,3,8,13,11,9,5,135,1602,1113,408,4,0,1,0,0,0,1,0
84,7,2,8,12,48,3,99,1618,3007,332,4,1,1,0,1,0,0,1
80,8,3,19,7,15,2,152,2483,2730,328,2,0,0,0,0,0,2,0
63,3,1,14,15,47,3,182,1595,3301,418,4,0,4,0,1,0,2,1
45,25,5,13,10,7,3,166,2405,3675,420,1,0,0,1,0,0,0,0
41,37,2,45,28,51,4,172,2217,3863,413,1,0,0,0,0,1,0,1
49,22,7,36,10,4,4,108,1355,1985,367,2,1,1,0,0,0,1,0
30,27,3,33,23,50,3,119,1021,2477,370,0,0,0,1,0,0,0,0
47,15,3,8,11,26,6,194,1034,1480,324,0,1,1,0,1,0,2,1
70,25,5,28,19,38,2,132,1388,1881,365,1,1,0,0,0,0,2,0
43,24,3,12,13,28,2,106,1646,3060,380,0,1,3,1,1,1,2,0
48,30,6,8,19,49,4,103,2072,2743,327,4,0,0,1,0,0,2,0
48,11,2,20,28,2,3,142,1708,1543,372,0,0,3,1,1,1,1,1
10,6,7,0,27,27,7,181,1761,3721,363,1,0,0,0,0,0,0,0
39,0,7,38,13,2,7,115,2124,3048,348,4,1,3,1,1,1,1,1
22,32,6,13,18,2,2,187,1632,2377,381,0,0,0,0,1,0,2,1
